gameType,accuracy,score,completionTime,attempts,incorrectAttempts,correctAnswers,completionRate,previousDifficulty,recommendedDifficulty
object_recognition,0.96,194,30.6,7,0,7,1.0,easy,hard
daily_routine_recall,0.98,200,25.9,7,0,7,1.0,easy,hard
memory_match,0.7,103,51.5,9,1,8,0.9,medium,medium
object_recognition,0.75,130,26.3,8,1,7,0.93,medium,medium
daily_routine_recall,0.78,130,28.2,9,1,8,0.95,easy,hard
memory_match,0.87,200,17.4,6,0,6,1.0,hard,hard
pattern_recognition,0.81,111,48.5,7,1,6,0.82,easy,hard
pattern_recognition,0.75,109,47.9,9,1,8,0.98,hard,medium
object_recognition,0.5,20,59.8,10,3,7,0.7,hard,easy
memory_match,0.6,117,32.7,6,1,5,0.93,hard,easy
memory_match,0.4,16,47.7,11,4,7,0.76,easy,easy
daily_routine_recall,0.66,98,54.4,11,2,9,0.98,hard,medium
object_recognition,0.4,16,85.1,12,4,8,0.42,medium,easy
pattern_recognition,0.62,108,43.0,8,1,7,0.91,medium,medium
memory_match,0.69,124,29.9,9,1,8,0.82,hard,medium
daily_routine_recall,0.64,100,51.6,9,2,7,0.93,medium,medium
object_recognition,0.32,12,102.2,12,6,6,0.64,medium,easy
object_recognition,0.93,200,15.5,7,2,5,1.0,medium,hard
memory_match,0.76,109,48.3,9,2,7,0.86,hard,medium
pattern_recognition,0.77,124,33.1,11,2,9,0.83,hard,medium
memory_match,0.83,189,28.1,7,1,6,1.0,medium,hard
object_recognition,0.9,200,13.8,5,0,5,1.0,hard,hard
object_recognition,0.72,113,42.7,9,2,7,0.83,medium,medium
daily_routine_recall,0.62,108,42.3,12,3,9,0.83,hard,medium
memory_match,0.89,200,10.2,4,0,4,1.0,easy,hard
daily_routine_recall,0.98,200,16.9,7,0,7,1.0,hard,hard
memory_match,0.96,200,15.1,7,0,7,1.0,easy,hard
object_recognition,0.51,20,85.0,10,4,6,0.57,easy,easy
daily_routine_recall,0.72,115,40.7,9,3,6,0.81,medium,medium
memory_match,0.48,19,58.2,14,4,10,0.57,hard,easy
daily_routine_recall,0.67,123,29.5,8,1,7,1.0,medium,medium
pattern_recognition,0.68,115,38.5,9,2,7,0.83,hard,medium
daily_routine_recall,0.45,18,45.1,14,7,7,0.68,easy,easy
object_recognition,0.68,105,48.8,9,1,8,0.9,hard,medium
memory_match,0.76,129,28.1,9,1,8,0.91,medium,medium
pattern_recognition,0.73,110,45.3,11,3,8,0.97,hard,medium
object_recognition,0.39,15,50.0,16,7,9,0.75,easy,easy
memory_match,0.47,18,96.3,15,5,10,0.47,medium,easy
object_recognition,0.87,200,20.9,7,0,7,1.0,easy,hard
daily_routine_recall,0.61,101,49.0,7,2,5,0.99,hard,medium
daily_routine_recall,0.44,17,72.4,15,6,9,0.75,medium,easy
pattern_recognition,0.82,200,20.2,7,1,6,1.0,medium,hard
pattern_recognition,0.48,19,106.8,13,7,6,0.65,easy,easy
memory_match,1.0,200,14.1,6,1,5,1.0,medium,hard
object_recognition,0.52,20,62.7,11,3,8,0.53,hard,easy
memory_match,0.81,127,32.8,9,2,7,0.88,easy,hard
object_recognition,0.7,115,39.4,11,2,9,0.94,hard,medium
memory_match,0.74,130,26.5,10,3,7,0.89,easy,medium
object_recognition,0.95,197,29.1,7,0,7,1.0,medium,hard
pattern_recognition,0.83,200,20.0,6,2,4,1.0,hard,hard
pattern_recognition,0.99,200,11.7,5,0,5,1.0,medium,hard
memory_match,0.81,200,16.9,5,0,5,1.0,easy,hard
pattern_recognition,0.65,118,33.2,8,2,6,0.97,easy,medium
pattern_recognition,0.85,200,13.9,7,1,6,1.0,medium,hard
memory_match,0.22,10,103.9,13,3,10,0.64,medium,easy
daily_routine_recall,0.88,200,18.7,6,1,5,1.0,easy,hard
memory_match,0.95,200,23.7,7,0,7,1.0,hard,hard
pattern_recognition,0.99,200,11.3,7,0,7,1.0,easy,hard
daily_routine_recall,0.44,17,77.1,14,7,7,0.47,hard,easy
memory_match,0.48,19,57.4,11,3,8,0.54,easy,easy
daily_routine_recall,0.56,22,107.9,13,7,6,0.41,hard,easy
object_recognition,0.94,200,20.4,5,0,5,1.0,hard,hard
daily_routine_recall,0.72,115,40.7,7,1,6,0.88,hard,medium
object_recognition,0.72,107,48.8,8,2,6,0.82,medium,medium
memory_match,0.7,115,39.5,7,1,6,0.93,easy,medium
object_recognition,0.65,124,27.9,10,3,7,0.93,easy,medium
daily_routine_recall,0.72,129,26.9,10,2,8,0.87,hard,medium
daily_routine_recall,0.57,22,96.6,13,3,10,0.47,medium,easy
memory_match,0.33,13,94.2,18,7,11,0.47,medium,easy
daily_routine_recall,0.3,12,106.5,13,4,9,0.75,medium,easy
memory_match,0.61,123,27.0,10,2,8,0.91,medium,medium
object_recognition,0.39,15,51.9,12,6,6,0.58,easy,easy
daily_routine_recall,0.24,10,73.7,14,5,9,0.64,easy,easy
object_recognition,0.66,104,48.8,11,2,9,0.86,medium,medium
memory_match,0.93,200,14.9,6,1,5,1.0,medium,hard
pattern_recognition,0.83,191,27.4,7,1,6,1.0,easy,hard
memory_match,0.73,120,35.9,10,3,7,1.0,medium,medium
object_recognition,0.83,200,15.1,4,0,4,1.0,medium,easy
object_recognition,0.76,108,49.6,8,1,7,0.98,easy,medium
object_recognition,0.51,20,77.8,13,3,10,0.84,medium,easy
pattern_recognition,0.93,200,25.9,5,0,5,1.0,medium,hard
object_recognition,0.82,116,44.7,10,1,9,0.91,hard,hard
daily_routine_recall,0.91,196,28.0,6,1,5,1.0,hard,hard
pattern_recognition,0.68,99,54.2,6,1,5,0.96,easy,medium
daily_routine_recall,0.72,109,46.3,8,1,7,0.98,hard,medium
pattern_recognition,0.93,200,17.9,5,0,5,1.0,hard,hard
memory_match,0.51,20,66.8,14,4,10,0.45,easy,easy
daily_routine_recall,0.82,189,28.0,5,0,5,1.0,medium,hard
pattern_recognition,0.87,200,21.3,5,1,4,1.0,medium,hard
object_recognition,0.89,200,24.4,8,1,7,1.0,hard,hard
daily_routine_recall,0.89,182,34.5,7,0,7,1.0,hard,hard
daily_routine_recall,0.48,19,51.9,14,5,9,0.71,medium,easy
memory_match,0.83,193,26.4,8,2,6,1.0,medium,hard
memory_match,0.66,108,44.3,7,2,5,0.84,hard,medium
pattern_recognition,0.34,13,49.5,13,3,10,0.58,hard,easy
pattern_recognition,0.95,190,32.6,4,0,4,1.0,hard,hard
object_recognition,0.96,200,26.6,4,0,4,1.0,easy,hard
memory_match,0.53,21,45.0,13,5,8,0.58,easy,easy
object_recognition,0.68,122,31.8,8,1,7,0.88,easy,medium
object_recognition,0.96,200,22.0,7,0,7,1.0,hard,hard
memory_match,0.48,19,104.7,11,3,8,0.84,hard,easy
daily_routine_recall,0.78,113,46.0,12,3,9,0.99,hard,medium
daily_routine_recall,0.76,123,34.1,11,3,8,0.93,easy,medium
daily_routine_recall,0.7,123,31.6,9,1,8,0.82,hard,medium
daily_routine_recall,0.65,126,25.4,7,2,5,0.96,hard,medium
pattern_recognition,0.81,200,15.7,5,1,4,1.0,medium,hard
daily_routine_recall,0.81,178,32.6,5,1,4,1.0,medium,hard
object_recognition,0.67,117,35.2,12,3,9,0.97,medium,medium
daily_routine_recall,0.31,12,72.9,16,5,11,0.79,medium,easy
object_recognition,0.71,128,26.9,10,3,7,0.9,medium,medium
pattern_recognition,0.48,19,79.1,12,3,9,0.79,medium,easy
memory_match,0.61,96,53.7,9,1,8,0.98,medium,medium
object_recognition,0.38,15,53.9,12,5,7,0.47,easy,easy
daily_routine_recall,0.83,178,33.7,4,0,4,1.0,hard,hard
memory_match,0.94,200,15.9,7,0,7,1.0,hard,hard
pattern_recognition,0.85,188,29.7,9,2,7,1.0,easy,hard
pattern_recognition,0.56,22,84.0,9,3,6,0.52,hard,easy
object_recognition,0.88,185,32.3,4,0,4,1.0,medium,hard
pattern_recognition,0.89,200,11.1,7,0,7,1.0,easy,hard
pattern_recognition,0.89,200,21.3,6,0,6,1.0,medium,hard
object_recognition,0.84,196,25.3,7,0,7,1.0,medium,hard
daily_routine_recall,0.73,114,41.1,8,3,5,0.84,medium,medium
memory_match,0.81,200,12.7,4,0,4,1.0,hard,hard
memory_match,0.7,123,31.6,6,1,5,0.88,easy,medium
pattern_recognition,0.62,107,43.5,8,1,7,0.98,easy,medium
pattern_recognition,0.73,130,25.9,9,2,7,0.89,hard,medium
memory_match,0.99,200,14.1,6,0,6,1.0,medium,hard
daily_routine_recall,0.69,101,52.2,10,2,8,0.93,medium,medium
object_recognition,0.86,192,28.0,6,2,4,1.0,easy,hard
pattern_recognition,0.6,105,44.1,10,1,9,0.97,easy,medium
object_recognition,0.61,98,51.1,9,1,8,0.88,hard,medium
memory_match,0.7,118,36.1,9,1,8,0.91,hard,medium
pattern_recognition,0.98,200,20.1,4,0,4,1.0,easy,hard
object_recognition,0.99,200,26.7,5,0,5,1.0,medium,hard
object_recognition,0.54,21,83.9,12,4,8,0.81,hard,easy
pattern_recognition,0.73,104,51.2,9,2,7,0.95,medium,medium
memory_match,0.72,106,49.9,9,3,6,0.8,medium,medium
daily_routine_recall,0.69,120,33.9,11,2,9,0.88,medium,medium
memory_match,0.98,197,30.2,4,0,4,1.0,medium,hard
pattern_recognition,0.95,200,26.3,6,1,5,1.0,easy,hard
daily_routine_recall,0.79,121,37.1,6,1,5,0.86,easy,hard
daily_routine_recall,0.5,20,74.0,12,4,8,0.6,hard,easy
daily_routine_recall,0.92,195,29.0,6,0,6,1.0,medium,hard
pattern_recognition,0.42,16,69.1,14,3,11,0.72,medium,easy
daily_routine_recall,0.94,200,19.4,4,0,4,1.0,medium,hard
object_recognition,0.93,200,11.1,7,1,6,1.0,hard,hard
pattern_recognition,0.83,200,10.6,7,0,7,1.0,hard,hard
memory_match,0.6,113,36.6,9,2,7,0.86,hard,medium
daily_routine_recall,0.94,200,25.1,7,0,7,1.0,easy,hard
pattern_recognition,0.92,200,24.0,4,0,4,1.0,hard,hard
daily_routine_recall,0.63,111,39.6,8,1,7,0.91,hard,medium
pattern_recognition,0.83,200,12.5,6,0,6,1.0,hard,hard
object_recognition,0.69,124,29.8,8,1,7,0.83,easy,medium
object_recognition,0.9,200,13.3,5,1,4,1.0,medium,hard
object_recognition,0.81,125,34.4,11,3,8,1.0,hard,medium
object_recognition,0.41,16,50.7,16,5,11,0.58,medium,easy
memory_match,0.68,118,35.2,11,2,9,0.9,easy,medium
memory_match,0.4,16,55.9,15,7,8,0.78,hard,easy
memory_match,0.34,13,98.7,15,7,8,0.48,medium,easy
pattern_recognition,0.9,198,26.9,6,0,6,1.0,easy,hard
object_recognition,0.72,120,35.4,11,2,9,0.89,medium,medium
object_recognition,0.44,17,76.8,15,5,10,0.85,medium,easy
pattern_recognition,0.79,115,43.7,8,2,6,0.89,hard,hard
object_recognition,0.48,19,54.6,13,7,6,0.72,hard,easy
pattern_recognition,0.54,21,53.6,15,5,10,0.67,easy,easy
object_recognition,0.87,200,21.5,5,0,5,1.0,hard,hard
object_recognition,0.5,20,53.1,12,3,9,0.61,easy,easy
pattern_recognition,0.21,10,108.0,13,5,8,0.63,medium,easy
memory_match,0.82,187,28.9,6,0,6,1.0,easy,hard
memory_match,0.34,13,63.6,14,3,11,0.74,easy,easy
memory_match,0.88,200,22.8,5,0,5,1.0,medium,hard
memory_match,0.95,191,32.4,7,0,7,1.0,easy,hard
object_recognition,0.97,198,29.1,4,0,4,1.0,easy,hard
memory_match,0.9,182,34.9,4,0,4,1.0,easy,hard
pattern_recognition,0.89,188,31.2,7,1,6,1.0,hard,hard
daily_routine_recall,0.67,120,32.7,10,1,9,0.99,easy,medium
pattern_recognition,0.6,110,39.3,9,2,7,0.97,medium,medium
pattern_recognition,0.91,200,25.8,7,0,7,1.0,hard,hard
object_recognition,0.78,125,33.4,6,1,5,0.96,easy,hard
object_recognition,0.82,130,31.0,10,3,7,0.95,hard,medium
object_recognition,0.78,111,47.2,10,1,9,0.96,easy,hard
object_recognition,0.51,20,102.5,12,5,7,0.45,easy,easy
pattern_recognition,0.35,14,92.0,17,6,11,0.41,medium,easy
object_recognition,0.86,200,23.7,4,0,4,1.0,hard,hard
pattern_recognition,0.56,22,49.7,15,7,8,0.64,medium,easy
memory_match,0.67,125,27.3,8,2,6,0.85,medium,medium
pattern_recognition,0.71,125,29.4,10,2,8,0.97,easy,medium
memory_match,0.35,14,64.0,16,5,11,0.54,easy,easy
pattern_recognition,0.38,15,59.7,14,3,11,0.84,medium,easy
daily_routine_recall,0.43,17,68.3,9,3,6,0.46,medium,easy
pattern_recognition,0.54,21,77.7,11,4,7,0.77,hard,easy
object_recognition,0.91,200,25.9,5,0,5,1.0,easy,hard
pattern_recognition,0.47,18,98.5,16,6,10,0.81,medium,easy
daily_routine_recall,0.76,121,37.0,7,1,6,0.83,medium,medium
daily_routine_recall,0.74,130,26.6,7,2,5,0.8,medium,medium
object_recognition,0.39,15,48.0,10,3,7,0.61,medium,easy
object_recognition,0.33,13,106.1,16,7,9,0.45,medium,easy
object_recognition,0.87,200,16.8,8,1,7,1.0,easy,hard
pattern_recognition,0.73,103,52.2,10,3,7,0.98,easy,medium
object_recognition,0.34,13,107.7,13,7,6,0.71,medium,easy
pattern_recognition,0.9,200,19.7,7,0,7,1.0,medium,hard
object_recognition,0.94,200,13.5,6,0,6,1.0,hard,hard
daily_routine_recall,0.75,103,54.0,7,2,5,0.94,medium,medium
object_recognition,0.56,22,62.5,14,6,8,0.69,medium,easy
daily_routine_recall,0.58,23,51.8,12,6,6,0.61,easy,easy
object_recognition,0.82,193,25.9,5,1,4,1.0,easy,hard
memory_match,0.22,10,94.9,14,4,10,0.77,hard,easy
memory_match,0.52,20,58.8,14,3,11,0.61,hard,easy
object_recognition,0.98,200,15.4,4,0,4,1.0,easy,hard
pattern_recognition,0.21,10,70.7,13,6,7,0.73,easy,easy
daily_routine_recall,0.99,200,11.3,5,0,5,1.0,easy,hard
object_recognition,0.64,100,51.7,8,1,7,0.93,hard,hard
object_recognition,0.51,20,95.8,16,7,9,0.44,easy,easy
daily_routine_recall,0.75,124,32.3,9,3,6,0.8,hard,hard
object_recognition,0.25,10,71.9,11,3,8,0.58,easy,easy
pattern_recognition,0.4,16,83.7,15,7,8,0.79,easy,easy
daily_routine_recall,0.61,113,36.9,10,2,8,0.85,medium,medium
memory_match,0.65,123,28.9,12,3,9,0.82,medium,medium
pattern_recognition,0.35,14,68.9,18,7,11,0.6,hard,easy
memory_match,0.87,200,18.5,7,1,6,1.0,hard,hard
memory_match,0.68,117,36.2,8,1,7,0.93,medium,medium
object_recognition,0.91,188,32.0,7,0,7,1.0,easy,easy
memory_match,0.8,111,48.5,11,2,9,0.88,medium,hard
daily_routine_recall,0.32,12,49.3,13,3,10,0.51,hard,easy
memory_match,0.38,15,93.6,13,6,7,0.66,easy,easy
object_recognition,0.58,23,60.5,13,6,7,0.69,medium,easy
daily_routine_recall,0.91,193,29.4,5,0,5,1.0,hard,hard
pattern_recognition,0.27,10,54.2,10,4,6,0.75,medium,easy
pattern_recognition,0.73,126,29.4,11,3,8,0.88,hard,medium
daily_routine_recall,0.93,200,16.5,7,0,7,1.0,easy,hard
object_recognition,0.87,192,28.1,6,0,6,1.0,hard,hard
pattern_recognition,0.94,200,11.6,4,0,4,1.0,hard,hard
daily_routine_recall,0.39,15,60.0,10,3,7,0.54,easy,easy
memory_match,0.95,200,18.9,7,2,5,1.0,medium,hard
object_recognition,0.23,10,62.9,15,4,11,0.65,medium,easy
object_recognition,0.36,14,47.9,16,7,9,0.8,medium,easy
object_recognition,0.46,18,53.9,15,5,10,0.64,medium,easy
object_recognition,0.88,197,26.5,7,0,7,1.0,easy,hard
pattern_recognition,0.56,22,109.7,12,5,7,0.64,hard,easy
pattern_recognition,0.84,200,21.5,8,2,6,1.0,medium,hard
pattern_recognition,0.62,107,43.7,11,3,8,0.97,hard,medium
memory_match,0.48,19,68.1,11,3,8,0.58,easy,easy
object_recognition,0.81,106,54.0,7,1,6,0.9,medium,hard
memory_match,0.76,125,32.4,7,2,5,0.83,easy,medium
object_recognition,0.41,16,95.2,12,6,6,0.78,easy,easy
memory_match,0.96,200,19.4,6,0,6,1.0,hard,hard
object_recognition,0.74,125,31.7,7,1,6,0.9,easy,medium
memory_match,0.96,200,16.3,4,0,4,1.0,hard,hard
pattern_recognition,0.9,198,26.6,4,0,4,1.0,hard,hard
object_recognition,0.26,10,109.4,12,4,8,0.62,easy,easy
daily_routine_recall,0.39,15,76.3,14,5,9,0.44,medium,easy
object_recognition,0.61,123,26.7,8,2,6,0.87,medium,medium
memory_match,0.77,125,32.5,9,2,7,0.88,medium,medium
object_recognition,0.97,191,32.6,8,1,7,1.0,hard,hard
memory_match,0.62,110,40.2,6,1,5,0.85,easy,medium
daily_routine_recall,0.81,130,29.4,7,2,5,0.99,hard,hard
daily_routine_recall,0.73,117,38.1,9,2,7,0.87,medium,medium
pattern_recognition,0.78,129,29.3,8,2,6,0.98,medium,hard
pattern_recognition,0.69,105,48.4,8,2,6,0.84,medium,medium
object_recognition,0.73,125,30.6,9,1,8,0.93,medium,medium
object_recognition,0.34,13,64.2,15,5,10,0.61,hard,easy
daily_routine_recall,0.62,101,49.8,9,1,8,0.94,medium,medium
pattern_recognition,0.95,200,26.4,4,0,4,1.0,hard,hard
memory_match,0.7,128,26.4,10,1,9,0.81,hard,medium
pattern_recognition,0.63,103,48.0,6,1,5,0.81,medium,medium
memory_match,0.87,192,28.1,6,0,6,1.0,medium,hard
daily_routine_recall,0.67,118,34.1,8,1,7,0.81,easy,medium
object_recognition,0.27,10,65.2,14,5,9,0.73,medium,easy
object_recognition,0.79,121,37.7,10,1,9,0.94,hard,hard
object_recognition,0.51,20,56.8,16,5,11,0.58,hard,easy
daily_routine_recall,0.84,188,29.1,7,0,7,1.0,hard,hard
memory_match,0.45,18,50.1,11,4,7,0.41,easy,easy
daily_routine_recall,0.85,200,22.9,7,0,7,1.0,easy,hard
object_recognition,0.61,117,33.0,10,2,8,0.93,medium,medium
memory_match,0.25,10,81.4,9,3,6,0.72,medium,easy
pattern_recognition,0.64,97,54.2,8,2,6,0.94,medium,medium
pattern_recognition,0.47,18,75.0,10,3,7,0.73,medium,easy
daily_routine_recall,0.53,21,62.8,11,5,6,0.49,medium,easy
pattern_recognition,0.68,118,35.1,10,3,7,0.82,medium,medium
pattern_recognition,0.77,112,45.1,7,2,5,0.86,hard,medium
memory_match,0.9,200,22.7,7,0,7,1.0,medium,hard
daily_routine_recall,0.68,128,25.8,9,3,6,0.92,easy,medium
memory_match,0.79,131,27.9,11,2,9,0.96,easy,hard
pattern_recognition,0.41,16,107.9,15,5,10,0.63,hard,easy
pattern_recognition,0.94,191,31.6,7,0,7,1.0,medium,hard
object_recognition,0.76,104,53.6,8,1,7,0.97,easy,medium
pattern_recognition,0.83,200,17.7,7,0,7,1.0,hard,hard
memory_match,0.96,200,22.5,5,0,5,1.0,hard,hard
object_recognition,0.74,114,42.2,10,3,7,0.93,hard,medium
pattern_recognition,0.65,122,29.9,9,1,8,0.86,easy,medium
memory_match,0.32,12,67.9,14,3,11,0.55,hard,easy
pattern_recognition,0.76,120,37.1,8,1,7,0.87,medium,medium
memory_match,0.82,200,18.3,6,0,6,1.0,medium,hard
daily_routine_recall,0.61,113,36.2,12,3,9,0.96,hard,medium
memory_match,0.76,129,28.5,11,2,9,0.82,medium,medium
pattern_recognition,0.86,200,16.9,4,0,4,1.0,hard,hard
memory_match,0.2,10,74.3,10,4,6,0.45,hard,easy
pattern_recognition,0.41,16,108.6,13,3,10,0.49,medium,easy
pattern_recognition,0.73,124,31.1,9,2,7,0.92,hard,medium
pattern_recognition,0.71,107,47.2,8,2,6,0.94,hard,medium
object_recognition,0.83,196,24.9,6,0,6,1.0,hard,hard
pattern_recognition,0.56,22,64.3,15,6,9,0.61,hard,easy
pattern_recognition,0.62,109,41.6,9,2,7,0.87,easy,medium
memory_match,0.41,16,74.3,11,3,8,0.52,medium,easy
pattern_recognition,0.92,189,31.7,7,2,5,1.0,medium,hard
object_recognition,0.89,200,25.3,6,0,6,1.0,medium,hard
object_recognition,0.54,21,58.2,13,6,7,0.57,medium,easy
memory_match,0.61,106,43.8,6,1,5,0.91,easy,easy
daily_routine_recall,0.81,128,31.6,8,2,6,0.95,easy,hard
object_recognition,0.84,193,26.6,6,0,6,1.0,hard,hard
memory_match,0.89,200,12.3,7,1,6,1.0,medium,hard
daily_routine_recall,0.51,20,101.0,16,6,10,0.63,hard,easy
object_recognition,0.37,14,109.8,12,6,6,0.65,hard,easy
memory_match,0.93,199,27.5,6,0,6,1.0,hard,hard
daily_routine_recall,0.64,100,51.3,7,2,5,0.84,easy,medium
memory_match,0.3,12,61.1,15,5,10,0.59,medium,easy
pattern_recognition,0.84,197,24.9,5,0,5,1.0,easy,hard
daily_routine_recall,0.99,197,31.0,7,1,6,1.0,hard,hard
pattern_recognition,0.39,15,63.4,12,5,7,0.63,hard,easy
pattern_recognition,0.85,178,34.7,5,0,5,1.0,easy,hard
daily_routine_recall,0.87,183,33.0,4,0,4,1.0,hard,hard
daily_routine_recall,0.87,185,31.6,6,2,4,1.0,medium,hard
memory_match,0.75,108,48.6,11,2,9,0.97,easy,medium
daily_routine_recall,0.44,17,99.2,13,6,7,0.69,hard,easy
pattern_recognition,0.56,22,49.2,15,4,11,0.75,easy,easy
pattern_recognition,0.73,125,31.0,11,2,9,0.89,hard,medium
daily_routine_recall,0.61,118,31.3,8,1,7,0.88,hard,medium
memory_match,0.45,18,61.9,17,7,10,0.43,hard,easy
daily_routine_recall,0.64,107,44.9,12,3,9,0.97,hard,medium
object_recognition,0.89,190,30.1,7,0,7,1.0,medium,hard
memory_match,0.65,111,40.5,11,2,9,0.95,hard,medium
daily_routine_recall,0.82,181,31.8,6,1,5,1.0,easy,hard
object_recognition,0.8,106,53.6,7,1,6,0.87,easy,medium
daily_routine_recall,0.85,200,15.8,4,0,4,1.0,medium,hard
object_recognition,0.88,200,23.8,5,0,5,1.0,medium,hard
memory_match,0.9,192,29.9,8,1,7,1.0,easy,hard
object_recognition,0.53,21,93.6,14,3,11,0.53,easy,easy
pattern_recognition,0.7,117,37.3,10,2,8,0.85,medium,medium
pattern_recognition,0.24,10,55.7,14,7,7,0.64,hard,easy
daily_routine_recall,0.77,124,33.9,7,2,5,0.88,easy,medium
daily_routine_recall,0.48,19,102.3,11,4,7,0.69,medium,easy
pattern_recognition,0.73,127,28.6,8,1,7,0.85,easy,medium
pattern_recognition,0.81,200,19.8,6,0,6,1.0,medium,hard
memory_match,0.48,19,82.2,15,5,10,0.59,easy,easy
pattern_recognition,0.49,19,101.6,12,5,7,0.59,hard,easy
object_recognition,0.49,19,58.2,12,4,8,0.65,easy,easy
memory_match,0.92,200,10.6,9,2,7,1.0,medium,hard
memory_match,0.73,127,28.5,7,1,6,0.9,easy,medium
memory_match,0.63,103,47.9,8,2,6,0.9,easy,medium
daily_routine_recall,0.69,128,25.5,7,2,5,0.93,easy,medium
pattern_recognition,0.88,185,32.1,5,0,5,1.0,hard,hard
memory_match,0.85,200,10.2,8,1,7,1.0,hard,hard
daily_routine_recall,0.49,19,75.2,11,3,8,0.46,hard,easy
pattern_recognition,0.86,200,23.3,6,0,6,1.0,medium,hard
pattern_recognition,0.52,20,102.4,13,5,8,0.43,easy,easy
memory_match,0.88,189,30.1,9,2,7,1.0,hard,hard
object_recognition,0.28,11,47.7,12,6,6,0.73,medium,easy
memory_match,0.97,200,23.6,7,2,5,1.0,easy,hard
daily_routine_recall,0.34,13,97.2,16,6,10,0.65,hard,easy
daily_routine_recall,0.86,200,15.5,7,0,7,1.0,easy,hard
pattern_recognition,0.73,109,46.2,9,1,8,0.94,hard,medium
memory_match,0.74,110,46.3,8,1,7,0.97,easy,medium
pattern_recognition,0.97,200,19.3,5,0,5,1.0,medium,hard
memory_match,0.77,116,41.5,6,1,5,0.92,medium,medium
object_recognition,0.96,198,28.8,6,1,5,1.0,medium,hard
object_recognition,0.49,19,46.0,14,5,9,0.73,easy,easy
memory_match,0.26,10,57.7,17,6,11,0.74,medium,easy
object_recognition,0.8,112,47.8,8,2,6,0.98,hard,hard
object_recognition,0.92,200,25.8,5,0,5,1.0,medium,hard
pattern_recognition,0.36,14,91.3,11,5,6,0.51,medium,easy
pattern_recognition,0.84,200,20.6,9,2,7,1.0,easy,hard
memory_match,0.95,200,23.9,5,0,5,1.0,medium,hard
pattern_recognition,0.35,14,98.4,15,4,11,0.76,easy,easy
object_recognition,0.66,107,45.8,8,1,7,0.93,easy,medium
memory_match,0.86,200,16.7,5,0,5,1.0,medium,hard
pattern_recognition,0.31,12,87.6,14,4,10,0.77,easy,easy
memory_match,0.77,110,47.8,9,1,8,0.95,easy,medium
daily_routine_recall,0.76,128,29.5,10,1,9,0.85,easy,medium
daily_routine_recall,0.21,10,102.1,15,5,10,0.68,hard,easy
memory_match,0.79,110,48.5,9,2,7,0.9,medium,hard
memory_match,0.95,200,20.9,5,0,5,1.0,medium,hard
memory_match,0.79,126,32.5,9,2,7,1.0,medium,hard
memory_match,0.87,191,28.7,6,1,5,1.0,medium,hard
pattern_recognition,0.2,10,75.3,17,7,10,0.46,medium,easy
memory_match,0.8,200,19.0,7,1,6,1.0,easy,hard
memory_match,0.21,10,50.2,15,7,8,0.41,easy,easy
daily_routine_recall,0.21,10,104.6,12,3,9,0.42,medium,easy
memory_match,0.97,200,25.5,7,0,7,1.0,hard,hard
object_recognition,0.69,116,37.1,9,1,8,1.0,easy,medium
daily_routine_recall,0.49,19,73.7,14,4,10,0.58,medium,easy
memory_match,0.85,198,24.9,7,2,5,1.0,hard,hard
pattern_recognition,0.87,198,25.5,4,0,4,1.0,easy,hard
object_recognition,0.82,106,54.4,7,2,5,0.89,easy,hard
daily_routine_recall,0.56,22,77.8,15,5,10,0.7,medium,easy
memory_match,0.46,18,69.3,15,5,10,0.68,medium,easy
daily_routine_recall,0.81,191,26.1,7,2,5,1.0,hard,hard
daily_routine_recall,0.66,123,29.7,10,2,8,0.88,hard,medium
pattern_recognition,0.84,200,11.1,4,0,4,1.0,hard,hard
pattern_recognition,0.52,20,56.0,13,6,7,0.75,easy,easy
memory_match,0.92,198,27.5,6,1,5,1.0,easy,hard
memory_match,0.46,18,104.2,13,6,7,0.58,medium,easy
object_recognition,0.83,197,24.3,7,0,7,1.0,hard,hard
pattern_recognition,0.23,10,93.1,14,6,8,0.42,hard,easy
memory_match,0.81,200,20.6,7,0,7,1.0,easy,hard
memory_match,0.92,200,16.2,6,0,6,1.0,easy,hard
daily_routine_recall,0.84,183,31.6,8,1,7,1.0,medium,hard
memory_match,0.34,13,97.0,11,3,8,0.49,hard,easy
object_recognition,0.84,192,27.3,4,0,4,1.0,easy,hard
object_recognition,0.38,15,100.1,15,6,9,0.43,hard,easy
